node_id,lat,lon,etiqueta,rol,enlace,ncu,gw,esclavo
TCU_SUNNER_ID_001,39.125314,-1.170157,TK 001-010,TCU,radio,15,1,1
TCU_SUNNER_ID_002,39.124639,-1.170174,TK 002-010,TCU,radio,15,1,2
TCU_SUNNER_ID_003,39.125312,-1.170018,TK 003-010,TCU,radio,15,1,3
TCU_SUNNER_ID_004,39.124637,-1.170035,TK 004-010,TCU,radio,15,1,4
TCU_SUNNER_ID_005,39.12531,-1.169879,TK 005-010,TCU,radio,15,1,5
TCU_SUNNER_ID_006,39.124635,-1.169897,TK 006-010,TCU,radio,15,1,6
TCU_SUNNER_ID_007,39.125308,-1.16974,TK 007-010,TCU,radio,15,1,7
TCU_SUNNER_ID_008,39.124633,-1.169758,TK 008-010,TCU,radio,15,1,8
TCU_SUNNER_ID_009,39.125305,-1.169602,TK 009-010,TCU,radio,15,1,9
TCU_SUNNER_ID_010,39.124631,-1.169619,TK 010-010,TCU,radio,15,1,10
TCU_SUNNER_ID_011,39.125855,-1.169449,TK 011-010,TCU,radio,15,1,11
TCU_SUNNER_ID_012,39.12518,-1.169466,TK 012-010,TCU,radio,15,1,12
TCU_SUNNER_ID_013,39.124505,-1.169484,TK 013-010,TCU,radio,15,1,13
TCU_SUNNER_ID_014,39.125853,-1.16931,TK 014-010,TCU,radio,15,1,14
TCU_SUNNER_ID_015,39.125178,-1.169327,TK 015-010,TCU,radio,15,1,15
TCU_SUNNER_ID_016,39.124503,-1.169345,TK 016-010,TCU,radio,15,1,16
TCU_SUNNER_ID_017,39.125851,-1.169171,TK 017-010,TCU,radio,15,1,17
TCU_SUNNER_ID_018,39.125175,-1.169189,TK 018-010,TCU,radio,15,1,18
TCU_SUNNER_ID_019,39.124501,-1.169206,TK 019-010,TCU,radio,15,1,19
TCU_SUNNER_ID_020,39.125849,-1.169032,TK 020-010,TCU,radio,15,1,20
TCU_SUNNER_ID_021,39.125173,-1.16905,TK 021-010,TCU,radio,15,1,21
TCU_SUNNER_ID_022,39.124499,-1.169067,TK 022-010,TCU,radio,15,1,22
TCU_SUNNER_ID_023,39.125185,-1.168538,TK 023-010,TCU,radio,15,1,23
TCU_SUNNER_ID_024,39.126201,-1.168373,TK 024-010,TCU,radio,15,1,24
TCU_SUNNER_ID_025,39.125525,-1.168391,TK 025-010,TCU,radio,15,1,25
TCU_SUNNER_ID_026,39.125017,-1.168404,TK 026-010,TCU,radio,15,1,26
TCU_SUNNER_ID_027,39.126199,-1.168234,TK 027-010,TCU,radio,15,1,27
TCU_SUNNER_ID_028,39.125525,-1.168252,TK 028-010,TCU,radio,15,1,28
TCU_SUNNER_ID_029,39.126197,-1.168096,TK 029-010,TCU,radio,15,1,29
TCU_SUNNER_ID_030,39.125523,-1.168113,TK 030-010,TCU,radio,15,1,30
TCU_SUNNER_ID_031,39.126195,-1.167957,TK 031-010,TCU,radio,15,1,31
TCU_SUNNER_ID_032,39.126193,-1.167818,TK 032-010,TCU,radio,15,1,32
TCU_SUNNER_ID_033,39.126191,-1.167679,TK 033-010,TCU,radio,15,1,33
TCU_SUNNER_ID_034,39.126188,-1.167541,TK 034-010,TCU,radio,15,1,34
TCU_SUNNER_ID_035,39.126269,-1.1674,TK 035-010,TCU,radio,15,1,35
TCU_SUNNER_ID_036,39.123491,-1.170314,TK 036-10,TCU,radio,15,1,36
TCU_SUNNER_ID_037,39.122816,-1.170331,TK 037-010,TCU,radio,15,1,37
TCU_SUNNER_ID_038,39.123489,-1.170175,TK 038-010,TCU,radio,15,1,38
TCU_SUNNER_ID_039,39.122814,-1.170193,TK 039-010,TCU,radio,15,1,39
TCU_SUNNER_ID_040,39.123487,-1.170036,TK 040-010,TCU,radio,15,1,40
TCU_SUNNER_ID_041,39.122812,-1.170054,TK 041-010,TCU,radio,15,1,41
TCU_SUNNER_ID_042,39.122973,-1.169911,TK 042-010,TCU,radio,15,1,42
TCU_SUNNER_ID_043,39.122971,-1.169772,TK 043-010,TCU,radio,15,1,43
REP_05,39.124615,-1.168758,REP 5,REP,radio,15,1,
HSU_08,39.126494,-1.166951,"HSU 8 (US, snow)",HSU,radio,15,1,230
HSU_09,39.122382,-1.170524,HSU 9 (US),HSU,radio,15,1,231
