node_id,lat,lon,etiqueta,ncu,gw
TCU_SUNNER_ID_001,-16.585395,-71.808121,TR-08_2-001,16,2
TCU_SUNNER_ID_002,-16.585397,-71.808005,TR-08_2-002,16,2
TCU_SUNNER_ID_003,-16.585398,-71.807889,TR-08_2-003,16,2
TCU_SUNNER_ID_004,-16.5854,-71.807772,TR-08_2-004,16,2
TCU_SUNNER_ID_005,-16.585235,-71.807654,TR-08_2-005,16,2
TCU_SUNNER_ID_006,-16.585237,-71.807538,TR-08_2-006,16,2
TCU_SUNNER_ID_007,-16.585202,-71.807421,TR-08_2-007,16,2
TCU_SUNNER_ID_008,-16.585204,-71.807305,TR-08_2-008,16,2
TCU_SUNNER_ID_009,-16.585206,-71.807189,TR-08_2-009,16,2
TCU_SUNNER_ID_010,-16.585171,-71.807072,TR-08_2-010,16,2
TCU_SUNNER_ID_011,-16.585173,-71.806956,TR-08_2-011,16,2
TCU_SUNNER_ID_012,-16.585174,-71.80684,TR-08_2-012,16,2
TCU_SUNNER_ID_013,-16.584924,-71.80672,TR-08_2-013,16,2
TCU_SUNNER_ID_014,-16.584925,-71.806604,TR-08_2-014,16,2
TCU_SUNNER_ID_020,-16.585906,-71.808244,TR-08_2-020,16,2
TCU_SUNNER_ID_021,-16.585907,-71.808128,TR-08_2-021,16,2
TCU_SUNNER_ID_022,-16.585909,-71.808012,TR-08_2-022,16,2
TCU_SUNNER_ID_023,-16.58591,-71.807896,TR-08_2-023,16,2
TCU_SUNNER_ID_024,-16.585912,-71.80778,TR-08_2-024,16,2
TCU_SUNNER_ID_025,-16.585913,-71.807664,TR-08_2-025,16,2
TCU_SUNNER_ID_026,-16.585915,-71.807548,TR-08_2-026,16,2
TCU_SUNNER_ID_036,-16.586841,-71.80826,TR-08_2-036,16,2
TCU_SUNNER_ID_037,-16.586676,-71.808141,TR-08_2-037,16,2
TCU_SUNNER_ID_038,-16.586678,-71.808025,TR-08_2-038,16,2
TCU_SUNNER_ID_039,-16.58668,-71.807909,TR-08_2-039,16,2
TCU_SUNNER_ID_040,-16.586681,-71.807793,TR-08_2-040,16,2
TCU_SUNNER_ID_041,-16.586683,-71.807677,TR-08_2-041,16,2
TCU_SUNNER_ID_042,-16.586684,-71.807561,TR-08_2-042,16,2
TCU_SUNNER_ID_043,-16.586686,-71.807445,TR-08_2-043,16,2
TCU_SUNNER_ID_044,-16.586687,-71.807329,TR-08_2-044,16,2
TCU_SUNNER_ID_045,-16.586689,-71.807212,TR-08_2-045,16,2
TCU_SUNNER_ID_046,-16.586691,-71.807096,TR-08_2-046,16,2
TCU_SUNNER_ID_047,-16.586692,-71.80698,TR-08_2-047,16,2
TCU_SUNNER_ID_048,-16.586694,-71.806864,TR-08_2-048,16,2
TCU_SUNNER_ID_049,-16.586695,-71.806748,TR-08_2-049,16,2
TCU_SUNNER_ID_050,-16.586697,-71.806632,TR-08_2-050,16,2
TCU_SUNNER_ID_051,-16.586698,-71.806516,TR-08_2-051,16,2
TCU_SUNNER_ID_052,-16.5867,-71.8064,TR-08_2-052,16,2
TCU_SUNNER_ID_062,-16.587353,-71.808267,TR-08_2-062,16,2
TCU_SUNNER_ID_063,-16.587355,-71.808151,TR-08_2-063,16,2
TCU_SUNNER_ID_064,-16.587356,-71.808035,TR-08_2-064,16,2
TCU_SUNNER_ID_065,-16.587358,-71.807919,TR-08_2-065,16,2
TCU_SUNNER_ID_066,-16.587359,-71.807803,TR-08_2-066,16,2
TCU_SUNNER_ID_067,-16.587361,-71.807687,TR-08_2-067,16,2
TCU_SUNNER_ID_077,-16.588371,-71.808282,TR-08_2-077,16,2
TCU_SUNNER_ID_078,-16.588373,-71.808166,TR-08_2-078,16,2
TCU_SUNNER_ID_079,-16.588375,-71.80805,TR-08_2-079,16,2
TCU_SUNNER_ID_080,-16.588376,-71.807934,TR-08_2-080,16,2
TCU_SUNNER_ID_081,-16.588378,-71.807818,TR-08_2-081,16,2
TCU_SUNNER_ID_082,-16.588379,-71.807701,TR-08_2-082,16,2
TCU_SUNNER_ID_083,-16.588252,-71.807584,TR-08_2-083,16,2
TCU_SUNNER_ID_084,-16.588253,-71.807467,TR-08_2-084,16,2
TCU_SUNNER_ID_085,-16.588255,-71.807351,TR-08_2-085,16,2
TCU_SUNNER_ID_086,-16.588256,-71.807235,TR-08_2-086,16,2
TCU_SUNNER_ID_087,-16.588258,-71.807119,TR-08_2-087,16,2
TCU_SUNNER_ID_088,-16.58826,-71.807003,TR-08_2-088,16,2
TCU_SUNNER_ID_089,-16.588045,-71.806884,TR-08_2-089,16,2
TCU_SUNNER_ID_090,-16.588047,-71.806768,TR-08_2-090,16,2
TCU_SUNNER_ID_091,-16.588048,-71.806652,TR-08_2-091,16,2
TCU_SUNNER_ID_092,-16.58805,-71.806535,TR-08_2-092,16,2
TCU_SUNNER_ID_093,-16.588052,-71.806419,TR-08_2-093,16,2
TCU_SUNNER_ID_094,-16.588053,-71.806303,TR-08_2-094,16,2
TCU_SUNNER_ID_104,-16.589049,-71.808292,TR-08_2-104,16,2
TCU_SUNNER_ID_105,-16.589051,-71.808176,TR-08_2-105,16,2
TCU_SUNNER_ID_106,-16.589053,-71.80806,TR-08_2-106,16,2
TCU_SUNNER_ID_107,-16.589054,-71.807944,TR-08_2-107,16,2
TCU_SUNNER_ID_108,-16.589056,-71.807827,TR-08_2-108,16,2
TCU_SUNNER_ID_109,-16.589057,-71.807711,TR-08_2-109,16,2
TCU_SUNNER_ID_110,-16.58893,-71.807593,TR-08_2-110,16,2
TCU_SUNNER_ID_111,-16.588931,-71.807477,TR-08_2-111,16,2
TCU_SUNNER_ID_112,-16.588933,-71.807361,TR-08_2-112,16,2
TCU_SUNNER_ID_113,-16.588934,-71.807245,TR-08_2-113,16,2
TCU_SUNNER_ID_114,-16.588936,-71.807129,TR-08_2-114,16,2
TCU_SUNNER_ID_115,-16.588938,-71.807013,TR-08_2-115,16,2
TCU_SUNNER_ID_116,-16.588723,-71.806894,TR-08_2-116,16,2
TCU_SUNNER_ID_117,-16.588725,-71.806777,TR-08_2-117,16,2
TCU_SUNNER_ID_118,-16.588727,-71.806661,TR-08_2-118,16,2
TCU_SUNNER_ID_119,-16.588728,-71.806545,TR-08_2-119,16,2
TCU_SUNNER_ID_120,-16.58873,-71.806429,TR-08_2-120,16,2
TCU_SUNNER_ID_121,-16.588731,-71.806313,TR-08_2-121,16,2
